Intent,Utterance,Response,Language,Keywords,Confidence Threshold
Operating Hours,Anong oras nagbubukas ang opisina niyo?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,What ang earliest sched tuwing weekends?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,May mga night driving lessons ba kayo?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,Can I schedule a lesson after hours?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,May mga seasonal hour changes ba kayo?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,What ang exact close ng office buk@s?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,wh@ts ur cl0s1ng t1m3?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,How many hours do u teach?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,wh@ts ur sch00l sch3dul3?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,Meron bang class sched tuwing sabado?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,Can I still get a lesson if I arrive late?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,may cl@sses p0 ba sa weekends?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,What's the busiest time of day for lessons?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,Anong oras ang @fternoon class buk@s?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,May mga klase ba kayo sa umaga?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,c@n u t3ll me ur sch00l tim1ngs?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,anu po ang exact closing time ng office?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,Nagbibigay ba kayo ng lessons tuwing rush hour?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,When does the first class begin?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,Hanggang anong oras kayo bukas sa weekdays?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,may hapon class po buk@s?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,Whats ur schdle 4 lessons?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,Anu po ang oras ng office ny0?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,Anong time nagcclose ang classes ngay0n?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,Whn can I start classes?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,What time do u close?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,What is the clss time today?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,may cl@sses p0 bang buk@s?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,How do I find your latest hours?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,Hw do I book a class tday?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,Puwede bang mag-schedule ng lesson pagkatapos ng oras ng trabaho?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,What ang last class ngay0n?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,m@gk@nu 0r@s ny0ng buk@s?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,Kailan kayo nagsasara para sa araw?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,How late are you open on weekdays?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,What ang latest sched ng class buk@s?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,What ang oras ng class buk@s?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,Whats the class schdle?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,What is the latest time I can start a lesson?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,wh@ts ur f1rst @v@il@bl3 cl@ss t1m3?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,What ang operating hours tuwing weekdays?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,Do you have extended hours during summer?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,anu po ang @vailable time ng cl@ss buk@s?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,wh@t t1me kayo nagcl0cl0se?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,Ilang oras ang operasyon niyo sa isang araw?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,wh3n @r3 th3 m0rn1ng cl@sses?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,Pareho ba ang mga oras niyo araw-araw?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,Gaano katagal dapat akong dumating para sa lesson?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,How often do you change your operating hours?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,Puwede ba akong mag-book ng lesson pagkatapos ng oras ng trabaho?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,Whats ur latest class time?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,When does ur day end?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,May mga lessons ba kayo bago mag-9 AM?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,Flexible ba ang mga oras niyo?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,What time available ang gabi sched?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,anu po ang oras ng evening cl@ss buk@s?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,What time do you close each day?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,Anong oras ang unang cl@ss buk@s?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,anu ang exact opening ng office nyo?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,When do classes open?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,P@no ko mal@man ang sched buk@s?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,Hw do I find ur hours?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,wh@ts ur sch00ls tim1ngs f0r weekends?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,What time does your office open?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,k@nu k@yo n@guump1s@ mg-0pen?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,may evening sch3dule ba?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,wh@t tim3s d0 u t@k3 n3w @dm1ss10ns?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,Whn can I take the last class?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,When do you open for lessons?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,Puwede ba akong makakuha ng lesson kung mahuli ako?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,wh@ts th3 t1m1ng f0r th3 l@st cl@ss?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,Are you open during public holidays?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,anu @ng tim3 ng l3sson sa h@pon?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,p@no ko mal@man sched ng cl@sses?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,h0w l0ng d0 th3 cl@ss3s g0 f0r?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,How do I book a morning class?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,anu po ang last available cl@ss buk@s?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,anu ang cl@ss schedule sa umaga?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,Are your weekend hours the same as weekdays?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,anu po ang oras ng school tuwing linggo?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,Anong oras kayo magopen buk@s?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,Kailan kayo nagbubukas para sa lessons?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,Are your lessons available all year round?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,wh3n d0 th3 cl@sses t@k3 pl@c3?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,P@no ko mal@man ang class sched?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,Whats ur schdle 4 today?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,anu ang b3st t1m3 for l3ssons ng@yon?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,wh@ts th3 sch00l h0ur f0r weekends?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,wh@t @r3 th3 @v@il@bl3 tim3s f0r l3ss0ns?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,wh3n d0 u 0p3n 4 bus1ness?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,Puwede ba akong mag-book ng lesson sa gabi?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,anu po ang @vailable time f0r registration?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,Hw long is each class session?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,Whats ur late shift?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,Kailan ang pinakamagandang oras para mag-book ng lesson?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,d0 u 0p3n 0n weekends?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,May mga espesyal na oras ba para sa group lessons?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,Are your hours the same every day?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,Bukas ba kayo tuwing weekend?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,@n0 p0 0p3rating h0urs n1yo?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,When is the best time to visit your office?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,Meron bang early morning class buk@s?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,Wht time do u start classes?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,Whats ur school time?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,Hanggang anong oras ako pwedeng mag-register para sa lesson?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,What ang available time buk@s?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,What ang closing time ng lessons ngay0n?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,P@no ko macheck ang exact sched buk@s?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,Are there peak hours for bookings?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,When can I take a driving lesson?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,Ano ang schedule para sa evening classes?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,Are your hours flexible?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,wh3n d0 n3w cl@sses st@rt?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,Kailan ko maabot ang customer service?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,What ang best time for lessons ngay0n?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,Ano ang pinakamagandang oras para tumawag para sa inquiries?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,anu oras ang @v@ilable na cl@ss buk@s?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,c@n u s3nd me ur t1m3t@ble?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,anu oras p0 kayo m@gp0p0nt@ sa skwelahan?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,How long do ur classes go for?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,Anu oras kayo magstart buk@s?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,What's the schedule for evening classes?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,wh3n d0 3v3n1ng cl@sses st@rt?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,Do you offer night driving lessons?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,May holiday schedule ba kayong nakapost?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,wh@t tim3 @r3 ur l3ss0ns @?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,How late can I register for a lesson?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,Kailan ako makakaasa na magiging abala ang opisina?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,Kailan ang pinakamagandang oras para bisitahin ang opisina niyo?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,What ang opening time ng office?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,Do you have different hours for different services?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,anu po ang start ng class buk@s?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,anu ang t1m3 ng cl@sses?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,Gaano kadalas niyo binabago ang oras ng operasyon niyo?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,h0w m@ny h0urs @ d@y d0 u 0p3n?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,Bukas ba kayo tuwing pampublikong holiday?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,Anu ang oras ng office ngay0n?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,wh3n d0 th3 cl@sses st@rt?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,d0 u 0p3n @n3w cl@ss3s 3v3ry w3ek?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,What are your holiday hours?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,May extended hours ba kayo tuwing summer?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,What r ur operatng hours?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,Do you have different hours for theory and practical lessons?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,Hw many hours r u open?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,What ang official schedule ng lessons?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,Anu po ang sched ngay0n for lessons?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,May peak hours ba para sa bookings?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,What ang operating sched ny0 buk@s?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,wh@ts th3 3@rliest cl@ss sch3dul3?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,When can I expect your office to be busy?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,c@n I sch3dul3 @ l3ss0n in @ft3rn00n?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,wh3n d0 u @ccept n3w stud3nts?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,Whats the class timing?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,Whn do ur lessons start?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,Meron bang afternoon lessons buk@s?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,What ang oras ng huling class ngay0n?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,Puwede ba akong pumunta para sa lesson kahit anong oras ng araw?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,anu ang huling kl@se ng @raw na 'to?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,Anong oras ang pinakamaaga buk@s?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,anu ang bukas na oras ng office?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,Can I book a lesson in the evening?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,wh@t t1m3 @r3 ur @ft3rn00n l3ss0ns?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,May mga tiyak na oras ba para sa mga bagong estudyante?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,Meron bang lesson ng linggo?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,When do u accept new students?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,Can I book a class this afternoon?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,may cl@ss ba sa gabi?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,c@n I sch3dul3 @ cl@ss in th3 m0rn1ng?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,Anong oras ang first class buk@s?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,When can I reach customer service?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,anu po ang sched ng school ngay0n?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,wh@ts ur daily 0p3r@tion @ll0ttm3nt?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,Paano ko malalaman ang pinakabagong oras ninyo?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,What times do u accept students?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,wh@t @r3 th3 stud3nt dr1ving cl@ss hours?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Operating Hours,What ang pinakamaagang class buk@s?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",Filipino,"hours, open, close, schedule, timing",0.7
Operating Hours,Do you have a holiday schedule posted?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
